company,product,color,price,material,model,Avg_Rating,No. Reviews,No. Rating,link
REEBOK,SUPER SPEED Walking Shoes For Men,Black,"? 1,047",Mesh,SUPER SPEED,4.2,889,"10,037",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm89c8fc193819a?pid=SHOGR7FYUYZF3W2G&lid=LSTSHOGR7FYUYZF3W2GI1BATM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_328&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsq6RV8Xvt5hnGRZPpWKr_DdyFXYz1G-wvz73GXfKUBvfA%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
RED TAPE,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men",Black,"? 1,539",Mesh,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole",4.1,122,"1,488",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itm829f9e2171f4a?pid=SHOGY3GZK7KX3ZEM&lid=LSTSHOGY3GZK7KX3ZEM0MSFIS&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_329&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGY3GZK7KX3ZEM.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
KILLER,22508-T.Blue Eva Walking Shoes For Men,Blue,? 650,Mesh,22508-T.Blue Eva,4,"2,159","21,507",https://www.flipkart.com/killer-22508-t-blue-eva-walking-shoes-men/p/itm3ef49144d6efa?pid=SHOGZCRTWWFZPUNF&lid=LSTSHOGZCRTWWFZPUNFT5ARCM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_330&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGZCRTWWFZPUNF.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
RED TAPE,"Sports Shoes for Men | Dial Lace Quick On, Soft Cushioned Insole Walking Shoes For Men",Black,"? 1,799",Mesh,"Sports Shoes for Men | Dial Lace Quick On, Soft Cushioned Insole",Rating Not Available,No rating Found,No rating Found,https://www.flipkart.com/red-tape-sports-shoes-men-dial-lace-quick-on-soft-cushioned-insole-walking/p/itm26a7f8b7b22ed?pid=SHOGXWYNMK3KCYVQ&lid=LSTSHOGXWYNMK3KCYVQSKOCLD&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_331&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsplTSwp22XdHfuhKNSqalzr6GNHxbg0dzAre4gcbSPddw%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
REEBOK,Stride Runner M Running Shoes For Men,Black,"? 1,047",Synthetic,Stride Runner M,4.2,"1,543","17,892",https://www.flipkart.com/reebok-stride-runner-m-running-shoes-men/p/itm15aeeb7a4bbd2?pid=SHOGEUFG6AZZ8XT3&lid=LSTSHOGEUFG6AZZ8XT34ROWHT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_332&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsoDQLpajl9wBTTlPmTa_jGzVMOutV5wYjgR2E6Yw_Aswg%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
asian,"Cosko Black Sports Shoes,Running Shoes,Walking Shoes,Training Shoes, Running Shoes For Men",Black,? 655,Fabric,Synthetic Leather,4.1,"35,746","3,07,362",https://www.flipkart.com/asian-cosko-black-sports-shoes-running-shoes-walking-shoes-training-shoes-running-shoes-men/p/itmfew57gfrvrfg8?pid=SHOFA4TKB3YTU8UG&lid=LSTSHOFA4TKB3YTU8UGBCEYDT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_333&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOFA4TKB3YTU8UG.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
KILLER,22508 Black Walking Shoes For Men,Black,? 599,Mesh,22508 Black,4,"2,156","21,489",https://www.flipkart.com/killer-22508-black-walking-shoes-men/p/itm6dfe0476e254d?pid=SHOGDYA8DM34DQCD&lid=LSTSHOGDYA8DM34DQCDOJZEMP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_334&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGDYA8DM34DQCD.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
asian,"Thar-01 White Sports,Training,Gym,Walking,Stylish Running Shoes For Men",White,? 825,Soft breathable fabric lining which prevents sweating,Mesh,4,"9,549","89,989",https://www.flipkart.com/asian-thar-01-white-sports-training-gym-walking-stylish-running-shoes-men/p/itmf963ae747a502?pid=SHOGHHFEKTXKA4ZZ&lid=LSTSHOGHHFEKTXKA4ZZ71ZM4Y&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_335&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGHHFEKTXKA4ZZ.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
NIKE,Revolution 6 Running Shoes For Men,Grey,"? 2,882",Mesh,Revolution 6,4.2,295,"3,261",https://www.flipkart.com/nike-revolution-6-running-shoes-men/p/itm557fbf567ce62?pid=SHOGTHZ2SGWASR8U&lid=LSTSHOGTHZ2SGWASR8UL0FE7U&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_336&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGTHZ2SGWASR8U.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
RED TAPE,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men",Grey,"? 1,539",Mesh,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole",4.2,392,"3,998",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itmb9d723feed5d6?pid=SHOGY2VSASUQMKTN&lid=LSTSHOGY2VSASUQMKTNBZXRJT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_337&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsrxzI91iYlUC_-en3m38qjT3RDEr7qmM7bDfI936AF-3A%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
REEBOK,Super Speed Walking Shoes For Men,Grey,"? 1,047",Mesh,Super Speed,4.3,27,360,https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm83346d89649da?pid=SHOGRSZCXJCXJQGX&lid=LSTSHOGRSZCXJCXJQGXJWFOCA&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_338&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsqrAwMTO9EAOZ06q6uoNUV6rfd_61kPQxHWjPueZ_SdYQ%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
asian,"Oscar-12 Gym,Sports,Trainig,Stylish With Extra Comfort Running Shoes For Men",Blue,? 753,Soft breathable fabric lining which prevents sweating,Mesh,4,"9,549","89,989",https://www.flipkart.com/asian-oscar-12-gym-sports-trainig-stylish-extra-comfort-running-shoes-men/p/itmba9d7c0f2a97b?pid=SHOGTFCFSZUUVDZZ&lid=LSTSHOGTFCFSZUUVDZZGRZINP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_339&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGTFCFSZUUVDZZ.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
HRX by Hrithik Roshan,H-001 06 Running Shoes For Men,White,"? 1,093",Mesh,H-001 06,4.1,"1,146","12,059",https://www.flipkart.com/hrx-hrithik-roshan-h-001-06-running-shoes-men/p/itm19a73cf9b210c?pid=SHOGUQZDCDWKU6NB&lid=LSTSHOGUQZDCDWKU6NBPE3X6F&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_340&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGUQZDCDWKU6NB.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
REEBOK,Motion Enhanced M Training & Gym Shoes For Men,Navy,"? 1,349","Synthetic, Textile",Motion Enhanced M,4.1,102,"1,442",https://www.flipkart.com/reebok-motion-enhanced-m-training-gym-shoes-men/p/itm83145b1b3e8b4?pid=SHOGHXWSZR8VPDY7&lid=LSTSHOGHXWSZR8VPDY7SMI12A&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_341&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsrbEC4x2zxKwQtTem4SWo4DIvLvCqDIutoj3a9tcyOdNg%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
ASE,"Durable Performance Cricket Shoes with Dual Closure, Laces and Strap Cricket Shoes For Men",Orange,? 735,Denim,PU,4.1,"1,161","13,312",https://www.flipkart.com/ase-durable-performance-cricket-shoes-dual-closure-laces-strap-men/p/itmd1de5ac7a382d?pid=SHOGAA64GRZHVZVH&lid=LSTSHOGAA64GRZHVZVH7SKIRV&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_342&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsoEqkgrw1FXs9Q80NWYOjnRBgOYn2mO1JmNnqKjCBwvVw%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
Skechers,Ultra Flex 2.0 - MIR Walking Shoes For Men,Navy,"? 3,247",Mesh,Ultra Flex 2.0 - MIR,4.2,15,218,https://www.flipkart.com/skechers-ultra-flex-2-0-mir-walking-shoes-men/p/itm2265a67daf33d?pid=SHOGHDU2CSSTGRPK&lid=LSTSHOGHDU2CSSTGRPKN7ANCH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_343&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGHDU2CSSTGRPK.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
asian,"Nexon-13 Black Sports,Walking,Training,Gym,Stylish, Running Shoes For Men","Black, Green",? 630,Soft breathable fabric lining which prevents sweating,Mesh,4,148,"1,628",https://www.flipkart.com/asian-nexon-13-black-sports-walking-training-gym-stylish-running-shoes-men/p/itmaff9f7daf71c5?pid=SHOGHE8NKTZWNFFZ&lid=LSTSHOGHE8NKTZWNFFZNMFTSG&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_344&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGHE8NKTZWNFFZ.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
Asics,Gel-Courtmov+ Badminton Shoes For Men,Blue,"? 2,749","Mesh, Synthetic",Gel-Courtmov+,4.2,35,314,https://www.flipkart.com/asics-gel-courtmov-badminton-shoes-men/p/itm0f752d07df4ac?pid=SHOGTPW2RTX8S6T2&lid=LSTSHOGTPW2RTX8S6T2QXNHZH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_345&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGTPW2RTX8S6T2.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
CAMPUS,PATRIK PRO Walking Shoes For Men,Black,? 923,Mesh,PATRIK PRO,4.2,"2,207","26,468",https://www.flipkart.com/campus-patrik-pro-walking-shoes-men/p/itm3093743095c94?pid=SHOGAUYEMZRVG5AG&lid=LSTSHOGAUYEMZRVG5AGT2MS10&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_346&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGAUYEMZRVG5AG.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
RGY,"Stylish Comfortable Lightweight, Breathable Socks Sports Walking Shoes For Men",White,? 549,Textile,"Stylish Comfortable Lightweight, Breathable Socks Sports",3.9,34,710,https://www.flipkart.com/rgy-stylish-comfortable-lightweight-breathable-socks-sports-walking-shoes-men/p/itmae2e2603bdbaf?pid=SHOGWHKWZVFDP9SG&lid=LSTSHOGWHKWZVFDP9SGBNN0T6&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_347&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsrGAwNc_X2qLpQjXmUHM_AjDd7l3G5c4TOs46lwo2gTZQ%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
GOLDSTAR,602 Cricket Shoes For Men,Green,? 449,Synthetic,602,3.8,32,672,https://www.flipkart.com/goldstar-602-cricket-shoes-men/p/itme2a3eccb73e05?pid=SHOGX7JGJBHMNAFE&lid=LSTSHOGX7JGJBHMNAFECNEXHX&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_348&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHspSeWdcW3uztLr2ute-RJYLbg1P0t6s3R9bD6XHi7-3yA%3D%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
CAMPUS,SYRUS Running Shoes For Men,Blue,"? 1,368",Mesh,SYRUS,4.1,"2,392","27,371",https://www.flipkart.com/campus-syrus-running-shoes-men/p/itm02f0d7e4cc402?pid=SHOFT4CYEPVW36V5&lid=LSTSHOFT4CYEPVW36V5CW37GF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_349&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOFT4CYEPVW36V5.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
LIBERTY,SIGMA-1E Running Shoes For Men,Grey,? 879,Synthetic,SIGMA-1E,4.1,368,"3,403",https://www.flipkart.com/liberty-sigma-1e-running-shoes-men/p/itm6c59c6bdb9b0b?pid=SHOGM6VKKPTHZAWW&lid=LSTSHOGM6VKKPTHZAWWS3K28K&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_350&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGM6VKKPTHZAWW.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
PUMA,Supertec Running Shoes For Men,White,"? 3,679",Mesh,Supertec,3.9,214,"2,967",https://www.flipkart.com/puma-supertec-running-shoes-men/p/itmaee349be80393?pid=SHOG8VF73S65QSPV&lid=LSTSHOG8VF73S65QSPVWO9TFF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_351&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsrsoEF93KGXEMcpzsdnr0bA_lL4Edsg8QRXpAhOucQYDUKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
RED TAPE,"Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",White,"? 1,519",Mesh,"Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.3,41,291,https://www.flipkart.com/red-tape-sports-walking-shoes-men-soft-cushioned-insole-slip-resistance/p/itm2abccfb83d2a1?pid=SHOGV2VUZD3UCSFF&lid=LSTSHOGV2VUZD3UCSFFOKEBZ0&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_352&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsq-yHLgW3jRMNP7USJBxwJ4z2wztwOm9OC7DyzgWVBLyuo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
CAMPUS,CATO Running Shoes For Men,Blue,? 705,Mesh,CATO,4.2,56,499,https://www.flipkart.com/campus-cato-running-shoes-men/p/itm6d55b81a2ee38?pid=SHOGRVCGP4MHTQCT&lid=LSTSHOGRVCGP4MHTQCTSITKWR&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_353&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGRVCGP4MHTQCT.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
Sparx,SM-171 Running Shoes For Men,"Navy, Orange, Grey","? 1,235",Mesh,SM-171,4.2,"3,990","29,001",https://www.flipkart.com/sparx-sm-171-running-shoes-men/p/itmfd69145984978?pid=SHOF2ZAXZD7FVQGY&lid=LSTSHOF2ZAXZD7FVQGYUZIQUQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_354&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOF2ZAXZD7FVQGY.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
LIBERTY,LEAP7X By Liberty BRISK-01 Running Shoes For Men,White,? 639,Mesh,LEAP7X By Liberty BRISK-01,4.1,142,"1,338",https://www.flipkart.com/liberty-leap7x-brisk-01-running-shoes-men/p/itm6b64b8863ec03?pid=SHOGHGQAPTGEYG3V&lid=LSTSHOGHGQAPTGEYG3VUN1M6R&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_355&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGHGQAPTGEYG3V.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
Skechers,GO WALK FLEX - KINSH Walking Shoes For Men,Grey,"? 3,159",Mesh,GO WALK FLEX - KINSH,4.2,36,487,https://www.flipkart.com/skechers-go-walk-flex-kinsh-walking-shoes-men/p/itmec2bc620e91d9?pid=SHOGHDU2XM4MJ39A&lid=LSTSHOGHDU2XM4MJ39A2C0SQA&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_356&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGHDU2XM4MJ39A.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
REEBOK,Troo Flight Running Shoes For Men,Navy,"? 1,024",Mesh,Troo Flight,4.2,126,"1,292",https://www.flipkart.com/reebok-troo-flight-running-shoes-men/p/itm4ef9dfa072be8?pid=SHOG4YZEZMWHRCVZ&lid=LSTSHOG4YZEZMWHRCVZWBTNSQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_357&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsr10MshuWu2TfVHln1SZhbhWq7TZfRxHh1L56foQD0HNEhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
REEBOK,Super Speed Walking Shoes For Men,White,"? 1,047",Mesh,Super Speed,4.2,889,"10,059",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm0f7a194e99709?pid=SHOGRSZBZKZTAMBM&lid=LSTSHOGRSZBZKZTAMBML5HFGK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_358&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en__qGKwy6Kqk1gHU3e2ScACkxT6Crr90CyvRCopSlTHsrbgXW8vZEd76gpqm4OXytqMEFPUeEJeKFy7AK0NPFKgYnfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
DSC,Jaffa 22 Cricket Shoes for Mens White/Navy Size UK 7 Cricket Shoes For Men,White,"? 1,574",Synthetic,Jaffa 22 Cricket Shoes for Mens White/Navy Size UK 7,4.3,301,"3,606",https://www.flipkart.com/dsc-jaffa-22-cricket-shoes-mens-white-navy-size-uk-7-men/p/itm70ebcfc0f7166?pid=SHOG6UU3NK3JMVFX&lid=LSTSHOG6UU3NK3JMVFXFNVDNM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_359&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOG6UU3NK3JMVFX.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
RED TAPE,"Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",Blue,"? 1,439",Mesh,"Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4,227,"2,573",https://www.flipkart.com/red-tape-sports-walking-shoes-men-soft-cushioned-insole-slip-resistance/p/itmbe50445c20100?pid=SHOGTMGUXNQXEBH6&lid=LSTSHOGTMGUXNQXEBH6FV6POU&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_9_360&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=7742a3de-91dd-4358-8ddd-79804737d44c.SHOGTMGUXNQXEBH6.SEARCH&ppt=None&ppn=None&ssid=ow858cliqo0000001714908558133
RED TAPE,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men","Blue, Green","? 1,539",Mesh,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole",4.2,389,"3,924",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itme2eaf203f439b?pid=SHOGY2VSZ7GMQZ3V&lid=LSTSHOGY2VSZ7GMQZ3VQIFGKX&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_10_361&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_ih1UwEJDpdnCaaCxCpInUpRooawMVEm0mV1qN3DQz2Wgq6tp1OsBDHlfh1xjU5A61KPzhJJ04HQtLWUjQB5pVw%3D%3D&ppt=None&ppn=None&ssid=6ldjkfz4i80000001714908591968
RED TAPE,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",White,"? 1,379",Textile,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.1,108,"1,224",https://www.flipkart.com/red-tape-atheleisure-sports-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itm746fc37e0252b?pid=SHOGYTEAPRRFXBHT&lid=LSTSHOGYTEAPRRFXBHTDEFJKB&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_10_362&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_ih1UwEJDpdnCaaCxCpInUpRooawMVEm0mV1qN3DQz2VYTLcEml2zMzLtpJr0E1mUQlQJIksdPY_vwAeBaZG5Yg%3D%3D&ppt=None&ppn=None&ssid=6ldjkfz4i80000001714908591968
ADIDAS,Runesy M Running Shoes For Men,Black,"? 1,762",Synthetic,Runesy M,4.2,164,"1,941",https://www.flipkart.com/adidas-runesy-m-running-shoes-men/p/itmfe96db3e08b21?pid=SHOGEH3NGPRKXHZG&lid=LSTSHOGEH3NGPRKXHZG6C5FDQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_10_363&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=6a65625d-5003-4006-9e26-def9b7d40dca.SHOGEH3NGPRKXHZG.SEARCH&ppt=None&ppn=None&ssid=6ldjkfz4i80000001714908591968
NIVIA,REACT Football Shoes For Men,Blue,? 489,"PVC, Synthetic Leather",REACT,4.1,126,"1,612",https://www.flipkart.com/nivia-react-football-shoes-men/p/itm0817f3ee44512?pid=SHOGDUUMSMGU6CY3&lid=LSTSHOGDUUMSMGU6CY3SIQ4P6&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_10_364&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=6a65625d-5003-4006-9e26-def9b7d40dca.SHOGDUUMSMGU6CY3.SEARCH&ppt=None&ppn=None&ssid=6ldjkfz4i80000001714908591968
Hundred,Court Star Badminton Shoes For Men,"White, Green","? 1,393",Polyester,Court Star,4.1,118,"1,283",https://www.flipkart.com/hundred-court-star-badminton-shoes-men/p/itm47d699cf5640f?pid=SHOGR5XRGFFJGVGG&lid=LSTSHOGR5XRGFFJGVGG89Z486&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_10_365&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=6a65625d-5003-4006-9e26-def9b7d40dca.SHOGR5XRGFFJGVGG.SEARCH&ppt=None&ppn=None&ssid=6ldjkfz4i80000001714908591968
Abros,TENDER-O Running Shoes For Men,Grey,? 749,Mesh Cloth,Mesh,4.2,10,92,https://www.flipkart.com/abros-tender-o-running-shoes-men/p/itmbd4d7160972f1?pid=SHOGVCVUHFD6H4VN&lid=LSTSHOGVCVUHFD6H4VN5CVVKX&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_10_366&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=6a65625d-5003-4006-9e26-def9b7d40dca.SHOGVCVUHFD6H4VN.SEARCH&ppt=None&ppn=None&ssid=6ldjkfz4i80000001714908591968
Abros,ARIZONA-N Running Shoes For Men,White,? 799,FLYKNIT/MESH,Mesh,3.9,264,"3,467",https://www.flipkart.com/abros-arizona-n-running-shoes-men/p/itma55de8d3f0f93?pid=SHOGC2M9JEUFQXEW&lid=LSTSHOGC2M9JEUFQXEW6N2RYP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_10_367&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_ih1UwEJDpdnCaaCxCpInUpRooawMVEm0mV1qN3DQz2Vc5TfIDlioB982niidg5045tPwlF3yfi0QVXqiAaQ5bfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=6ldjkfz4i80000001714908591968
